,nodes,rho,network,beta,lambda,physical_infectivity,factor,hidden_infectivity,aware,infected
218,1000,0.2,barabassi,0.5263157894736842,0.9473684210526315,0.4,0.01,0.6,0.8522580645161291,0.5220967741935484
219,1000,0.2,barabassi,0.5263157894736842,1.0,0.4,0.01,0.6,0.8528064516129031,0.5199354838709677
220,1000,0.2,barabassi,0.5789473684210527,0.0,0.4,0.01,0.6,0.8119677419354839,0.6556129032258065
221,1000,0.2,barabassi,0.5789473684210527,0.05263157894736842,0.4,0.01,0.6,0.8342903225806452,0.5864516129032259
222,1000,0.2,barabassi,0.5789473684210527,0.10526315789473684,0.4,0.01,0.6,0.843516129032258,0.5560322580645161
223,1000,0.2,barabassi,0.5789473684210527,0.15789473684210525,0.4,0.01,0.6,0.8471612903225806,0.5438709677419354
224,1000,0.2,barabassi,0.5789473684210527,0.21052631578947367,0.4,0.01,0.6,0.8475806451612904,0.5294516129032258
225,1000,0.2,barabassi,0.5789473684210527,0.2631578947368421,0.4,0.01,0.6,0.851741935483871,0.5220967741935484
226,1000,0.2,barabassi,0.5789473684210527,0.3157894736842105,0.4,0.01,0.6,0.8519677419354839,0.5237096774193549
227,1000,0.2,barabassi,0.5789473684210527,0.3684210526315789,0.4,0.01,0.6,0.8508064516129031,0.5207096774193549
